Name,Set,Types,Cost,Text,Actions / Villagers,Cards,Buys,Coins / Coffers,Trash / Return,Exile,Junk,Gain,Victory Points
Sword ,Plunder ,Treasure - Attack - Loot,,,,,1,+,,,,,
,,,,+1 Buy,,,,,,,,,
,,,,Each other player discards down to 4 cards in hand.,,,,,,,,,
Bury ,Plunder ,Event,,+1 Buy,,,1,,,,,,
,,,,Put any card from your discard pile on the bottom of your deck.,,,,,,,,,
Avoid ,Plunder ,Event,,+1 Buy,,,1,,,,,,
,,,,"The next time you shuffle this turn, pick up to 3 of those cards to put into your discard pile.",,,,,,,,,
Deliver ,Plunder ,Event,,+1 Buy,,(N +X),1,,,,,,
,,,,"This turn, each time you gain a card, set it aside, and put it into your hand at end of turn.",,,,,,,,,
Peril ,Plunder ,Event,,You may trash an Action card from your hand to gain a Loot.,,,,,1?,,, !1,
Rush ,Plunder ,Event,,+1 Buy, !P1,,1,,,,,,
,,,,"The next time you gain an Action card this turn, play it.",,,,,,,,,
Foray ,Plunder ,Event,,"Discard 3 cards, revealing them. If they have 3 different names, gain a Loot.",,-3,,,,,, !1,
Launch ,Plunder ,Event,,Once per turn: Return to your Action phase.,1,1,1,,,,,,
,,,,"+1 Card, +1 Action, and +1 Buy.",,,,,,,,,
Mirror ,Plunder ,Event,,+1 Buy,,,1,,,,,1,
,,,,"The next time you gain an Action card this turn, gain a copy of it.",,,,,,,,,
Prepare ,Plunder ,Event,,Set aside your hand face up.,N PX,,,N PX,,,,,
,,,,"At the start of your next turn, play those Actions and Treasures in any order, then discard the rest.",,,,,,,,,
Scrounge ,Plunder ,Event,,"Choose one: Trash a card from your hand; or gain an Estate from the trash, and if you did, gain a card costing up to .",,,,,1?,,,"1?, !1",(1  ?) 
Journey ,Plunder ,Event,,"Once per turn: If the previous turn wasn't yours, you don't discard cards from play in Clean-up this turn, and take an extra turn after this one.",,,,,,,,,
Maelstrom ,Plunder ,Event,,Trash 3 cards from your hand. Each other player with 5 or more cards in hand trashes one of them.,,,,,3,,,,
Looting ,Plunder ,Event,,Gain a Loot,,,,,,,,1,
Invasion ,Plunder ,Event,,You may play an Attack from your hand.,P1?,,,"P1?, P1",,,,3,(3  ) 
,,,,Gain a Duchy. Gain an Action onto your deck.,,,,,,,,,
,,,,Gain a Loot; play it.,,,,,,,,,
Prosper ,Plunder ,Event,,"Gain a Loot, plus any number of differently named Treasures.",,,,,,,,X,
Cheap ,Plunder ,Trait,,Cheap cards cost less.,,,,R1self,,,,,
Cursed ,Plunder ,Trait,,"When you gain a Cursed card, gain a Loot and a Curse.",,,,,,,Self,2,(-1  ) 
Fated ,Plunder ,Trait,,"When shuffling, you may look through the cards and reveal Fated cards to put them on the top or bottom.",,,,,,,,,
Fawning ,Plunder ,Trait,,"When you gain a Province, gain a Fawning card.",,,,,,,,1,
Friendly ,Plunder ,Trait,,"At the start of your Clean-up phase, you may discard a Friendly card to gain a Friendly card.",,,,,,,,1?,
Hasty ,Plunder ,Trait,,"When you gain a Hasty card, set it aside, and play it at the start of your next turn.",N P1,,,,,,,,
Inherited ,Plunder ,Trait,,Setup: You start the game with an Inherited card in place of a starting card you choose.,,,,,,,,,
Inspiring ,Plunder ,Trait,,"After playing an Inspiring card on your turn, you may play an Action from your hand that you don't have a copy of in play.",P1?,,,,,,,,
Nearby ,Plunder ,Trait,,"When you gain a Nearby card, +1 Buy.",,,*+1,,,,,,
Patient ,Plunder ,Trait,,"At the start of your Clean-up phase, you may set aside Patient cards from your hand to play them at the start of your next turn.",N P1?,,,,,,,,
Pious ,Plunder ,Trait,,"When you gain a Pious card, you may trash a card from your hand.",,,,,*1,,,,
Reckless ,Plunder ,Trait,,"Follow the instructions of played Reckless cards twice. When discarding one from play, return it to its pile.",(Pself),,,,Self,,,,
Rich ,Plunder ,Trait,,"When you gain a Rich card, gain a Silver.",,,,,,,,*1,
Shy ,Plunder ,Trait,,"At the start of your turn, you may discard one Shy card for +2 Cards.",,"-Self?, !+2",,,,,,,
Tireless ,Plunder ,Trait,,"When you discard a Tireless card from play, set it aside, and put it onto your deck at end of turn.",,,,,,,,,
Black Market ,Promo ,Action,,+,,,(+1),+,,,,,
,,,,Reveal the top 3 cards of the Black Market deck. Play any number of Treasures from your hand. You may buy one of the revealed cards. Put the rest on the bottom of the Black Market deck in any order.,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,Setup: Make a Black Market deck out of different unused Kingdom cards.,,,,,,,,,
Church ,Promo ,Action - Duration,,+1 Action,1,"- 0-3(X), N +X",,,N 1?,,,,
,,,,"Set aside up to 3 cards from your hand face down. At the start of your next turn, put them into your hand, then you may trash a card from your hand.",,,,,,,,,
Dismantle ,Promo ,Action,,"Trash a card from your hand. If it costs or more, gain a cheaper card and a Gold.",,,,,1,,, !2,
Envoy ,Promo ,Action,,Reveal the top 5 cards of your deck. The player to your left chooses one. Discard that one and put the rest into your hand.,,"+5, !-1",,,,,,,
Sauna ,Promo ,Action,,+1 Card,"+1, P1?",1,,,X?,,,,
,,,,+1 Action,,,,,,,,,
,,,,You may play an Avanto from your hand.,,,,,,,,,
,,,,,,,,,,,,,
,,,,"This turn, when you play a Silver, you may trash a card from your hand.",,,,,,,,,
Walled Village ,Promo ,Action,,+1 Card,2,1,,,,,,,
,,,,+2 Actions,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"At the start of Clean-up, if you have this and no more than one other Action card in play, you may put this onto your deck.",,,,,,,,,
Avanto ,Promo ,Action,,+3 Cards,P1?,3,,,,,,,
,,,,You may play a Sauna from your hand.,,,,,,,,,
Governor ,Promo ,Action,,+1 Action,1,+3?,,,1?,,,"1?, !1",
,,,,Choose one; you get the version in parentheses: Each player gets +1 (+3) Cards; or each player gains a Silver (Gold); or each player may trash a card from their hand and gain a card costing exactly () more.,,,,,,,,,
Stash ,Promo ,Treasure,,,,,,+,,,,,
,,,,"When shuffling, you may look through your remaining deck, and may put this anywhere in the shuffled cards.",,,,,,,,,
Marchland ,Promo ,Victory,,Worth 1   per 3 Victory cards you have (round down).,,,*+1,*+,,,,,X   
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, +1 Buy, and discard any number of cards for + each.",,,,,,,,,
Summon ,Promo ,Event,,"Gain an Action card costing up to . Set it aside. If you did, then at the start of your next turn, play it.",N P1,,,,,,,1,
Captain ,Promo ,Action - Duration - Command,,Now and at the start of your next turn:,"(P1), (N P1)",,,,,,,,
,,,,"Play a non-Duration non-Command Action card from the Supply costing up to , leaving it there.",,,,,,,,,
Prince ,Promo ,Action - Duration,,You may set aside (on this) a non-Duration non-Command Action card from your hand costing up to .,N... P1,,,,,,,,
,,,,"At the start of each of your turns, play that card, leaving it set aside.",,,,,,,,,
